period,age,value,measure,unit_type,source,details,prior_age,ldf,weight,interval
2004,11,256887.8516,Paid Loss,Dollars,Paid 1 / ../raw-data/Triangle Examples 1.xlsx,,,,,
2004,23,625982.6108,Paid Loss,Dollars,Paid 1 / ../raw-data/Triangle Examples 1.xlsx,,11,2.4368,256887.8516,11-23
2004,35,806963.7318,Paid Loss,Dollars,Paid 1 / ../raw-data/Triangle Examples 1.xlsx,,23,1.2891,625982.6108,23-35
2004,47,903626.9918,Paid Loss,Dollars,Paid 1 / ../raw-data/Triangle Examples 1.xlsx,,35,1.1198,806963.7318,35-47
2004,59,1055143.9785,Paid Loss,Dollars,Paid 1 / ../raw-data/Triangle Examples 1.xlsx,,47,1.1677,903626.9918,47-59
2004,71,1059021.0952,Paid Loss,Dollars,Paid 1 / ../raw-data/Triangle Examples 1.xlsx,,59,1.0037,1055143.9785,59-71
2004,83,1076244.8971,Paid Loss,Dollars,Paid 1 / ../raw-data/Triangle Examples 1.xlsx,,71,1.0163,1059021.0952,71-83
2004,95,1084642.2245,Paid Loss,Dollars,Paid 1 / ../raw-data/Triangle Examples 1.xlsx,,83,1.0078,1076244.8971,83-95
2004,107,1104688.4001,Paid Loss,Dollars,Paid 1 / ../raw-data/Triangle Examples 1.xlsx,,95,1.0185,1084642.2245,95-107
2004,119,1097915.1176,Paid Loss,Dollars,Paid 1 / ../raw-data/Triangle Examples 1.xlsx,,107,0.9939,1104688.4001,107-119
2004,131,1101856.2482,Paid Loss,Dollars,Paid 1 / ../raw-data/Triangle Examples 1.xlsx,,119,1.0036,1097915.1176,119-131
2004,143,1108902.1072,Paid Loss,Dollars,Paid 1 / ../raw-data/Triangle Examples 1.xlsx,,131,1.0064,1101856.2482,131-143
2004,155,1109362.6476,Paid Loss,Dollars,Paid 1 / ../raw-data/Triangle Examples 1.xlsx,,143,1.0004,1108902.1072,143-155
2004,167,1111377.6768,Paid Loss,Dollars,Paid 1 / ../raw-data/Triangle Examples 1.xlsx,,155,1.0018,1109362.6476,155-167
2004,179,1112023.7134,Paid Loss,Dollars,Paid 1 / ../raw-data/Triangle Examples 1.xlsx,,167,1.0006,1111377.6768,167-179
2004,191,1122581.0808,Paid Loss,Dollars,Paid 1 / ../raw-data/Triangle Examples 1.xlsx,,179,1.0095,1112023.7134,179-191
2004,203,1122581.0808,Paid Loss,Dollars,Paid 1 / ../raw-data/Triangle Examples 1.xlsx,,191,1.0,1122581.0808,191-203
2004,215,1122581.0808,Paid Loss,Dollars,Paid 1 / ../raw-data/Triangle Examples 1.xlsx,,203,1.0,1122581.0808,203-215
2004,227,1122581.0808,Paid Loss,Dollars,Paid 1 / ../raw-data/Triangle Examples 1.xlsx,,215,1.0,1122581.0808,215-227
2004,239,1122614.7306,Paid Loss,Dollars,Paid 1 / ../raw-data/Triangle Examples 1.xlsx,,227,1.0,1122581.0808,227-239
2004,251,1122614.7306,Paid Loss,Dollars,Paid 1 / ../raw-data/Triangle Examples 1.xlsx,,239,1.0,1122614.7306,239-251
2005,11,608992.7608,Paid Loss,Dollars,Paid 1 / ../raw-data/Triangle Examples 1.xlsx,,,,,
2005,23,1236895.4952,Paid Loss,Dollars,Paid 1 / ../raw-data/Triangle Examples 1.xlsx,,11,2.0311,608992.7608,11-23
2005,35,1567631.4222,Paid Loss,Dollars,Paid 1 / ../raw-data/Triangle Examples 1.xlsx,,23,1.2674,1236895.4952,23-35
2005,47,1636425.4164,Paid Loss,Dollars,Paid 1 / ../raw-data/Triangle Examples 1.xlsx,,35,1.0439,1567631.4222,35-47
2005,59,1758637.9007,Paid Loss,Dollars,Paid 1 / ../raw-data/Triangle Examples 1.xlsx,,47,1.0747,1636425.4164,47-59
2005,71,1795133.3653,Paid Loss,Dollars,Paid 1 / ../raw-data/Triangle Examples 1.xlsx,,59,1.0208,1758637.9007,59-71
2005,83,1833000.6993,Paid Loss,Dollars,Paid 1 / ../raw-data/Triangle Examples 1.xlsx,,71,1.0211,1795133.3653,71-83
2005,95,1852087.552,Paid Loss,Dollars,Paid 1 / ../raw-data/Triangle Examples 1.xlsx,,83,1.0104,1833000.6993,83-95
2005,107,1859809.9304,Paid Loss,Dollars,Paid 1 / ../raw-data/Triangle Examples 1.xlsx,,95,1.0042,1852087.552,95-107
2005,119,1915619.628,Paid Loss,Dollars,Paid 1 / ../raw-data/Triangle Examples 1.xlsx,,107,1.03,1859809.9304,107-119
2005,131,1970034.7988,Paid Loss,Dollars,Paid 1 / ../raw-data/Triangle Examples 1.xlsx,,119,1.0284,1915619.628,119-131
2005,143,2009947.4204,Paid Loss,Dollars,Paid 1 / ../raw-data/Triangle Examples 1.xlsx,,131,1.0203,1970034.7988,131-143
2005,155,2075716.2844,Paid Loss,Dollars,Paid 1 / ../raw-data/Triangle Examples 1.xlsx,,143,1.0327,2009947.4204,143-155
2005,167,2114878.8058,Paid Loss,Dollars,Paid 1 / ../raw-data/Triangle Examples 1.xlsx,,155,1.0189,2075716.2844,155-167
2005,179,2178586.6261,Paid Loss,Dollars,Paid 1 / ../raw-data/Triangle Examples 1.xlsx,,167,1.0301,2114878.8058,167-179
2005,191,2195933.5863,Paid Loss,Dollars,Paid 1 / ../raw-data/Triangle Examples 1.xlsx,,179,1.008,2178586.6261,179-191
2005,203,2238397.7073,Paid Loss,Dollars,Paid 1 / ../raw-data/Triangle Examples 1.xlsx,,191,1.0193,2195933.5863,191-203
2005,215,2242149.1321,Paid Loss,Dollars,Paid 1 / ../raw-data/Triangle Examples 1.xlsx,,203,1.0017,2238397.7073,203-215
2005,227,2242149.1321,Paid Loss,Dollars,Paid 1 / ../raw-data/Triangle Examples 1.xlsx,,215,1.0,2242149.1321,215-227
2005,239,2242149.1321,Paid Loss,Dollars,Paid 1 / ../raw-data/Triangle Examples 1.xlsx,,227,1.0,2242149.1321,227-239
2006,11,284786.4257,Paid Loss,Dollars,Paid 1 / ../raw-data/Triangle Examples 1.xlsx,,,,,
2006,23,699582.2055,Paid Loss,Dollars,Paid 1 / ../raw-data/Triangle Examples 1.xlsx,,11,2.4565,284786.4257,11-23
2006,35,893260.3462,Paid Loss,Dollars,Paid 1 / ../raw-data/Triangle Examples 1.xlsx,,23,1.2768,699582.2055,23-35
2006,47,972843.9706,Paid Loss,Dollars,Paid 1 / ../raw-data/Triangle Examples 1.xlsx,,35,1.0891,893260.3462,35-47
2006,59,1032368.8569,Paid Loss,Dollars,Paid 1 / ../raw-data/Triangle Examples 1.xlsx,,47,1.0612,972843.9706,47-59
2006,71,1080435.6828,Paid Loss,Dollars,Paid 1 / ../raw-data/Triangle Examples 1.xlsx,,59,1.0466,1032368.8569,59-71
2006,83,1125111.9944,Paid Loss,Dollars,Paid 1 / ../raw-data/Triangle Examples 1.xlsx,,71,1.0414,1080435.6828,71-83
2006,95,1132751.238,Paid Loss,Dollars,Paid 1 / ../raw-data/Triangle Examples 1.xlsx,,83,1.0068,1125111.9944,83-95
2006,107,1168539.0935,Paid Loss,Dollars,Paid 1 / ../raw-data/Triangle Examples 1.xlsx,,95,1.0316,1132751.238,95-107
2006,119,1216433.672,Paid Loss,Dollars,Paid 1 / ../raw-data/Triangle Examples 1.xlsx,,107,1.041,1168539.0935,107-119
2006,131,1328624.7444,Paid Loss,Dollars,Paid 1 / ../raw-data/Triangle Examples 1.xlsx,,119,1.0922,1216433.672,119-131
2006,143,1365342.6144,Paid Loss,Dollars,Paid 1 / ../raw-data/Triangle Examples 1.xlsx,,131,1.0276,1328624.7444,131-143
2006,155,1379576.1499,Paid Loss,Dollars,Paid 1 / ../raw-data/Triangle Examples 1.xlsx,,143,1.0104,1365342.6144,143-155
2006,167,1405359.4184,Paid Loss,Dollars,Paid 1 / ../raw-data/Triangle Examples 1.xlsx,,155,1.0187,1379576.1499,155-167
2006,179,1414931.5329,Paid Loss,Dollars,Paid 1 / ../raw-data/Triangle Examples 1.xlsx,,167,1.0068,1405359.4184,167-179
2006,191,1426750.1344,Paid Loss,Dollars,Paid 1 / ../raw-data/Triangle Examples 1.xlsx,,179,1.0084,1414931.5329,179-191
2006,203,1443114.7447,Paid Loss,Dollars,Paid 1 / ../raw-data/Triangle Examples 1.xlsx,,191,1.0115,1426750.1344,191-203
2006,215,1454133.0748,Paid Loss,Dollars,Paid 1 / ../raw-data/Triangle Examples 1.xlsx,,203,1.0076,1443114.7447,203-215
2006,227,1462141.0279,Paid Loss,Dollars,Paid 1 / ../raw-data/Triangle Examples 1.xlsx,,215,1.0055,1454133.0748,215-227
2007,11,503577.874,Paid Loss,Dollars,Paid 1 / ../raw-data/Triangle Examples 1.xlsx,,,,,
2007,23,1103237.7506,Paid Loss,Dollars,Paid 1 / ../raw-data/Triangle Examples 1.xlsx,,11,2.1908,503577.874,11-23
2007,35,1428526.0389,Paid Loss,Dollars,Paid 1 / ../raw-data/Triangle Examples 1.xlsx,,23,1.2948,1103237.7506,23-35
2007,47,1819136.8101,Paid Loss,Dollars,Paid 1 / ../raw-data/Triangle Examples 1.xlsx,,35,1.2734,1428526.0389,35-47
2007,59,2157661.0559,Paid Loss,Dollars,Paid 1 / ../raw-data/Triangle Examples 1.xlsx,,47,1.1861,1819136.8101,47-59
2007,71,2620801.9125,Paid Loss,Dollars,Paid 1 / ../raw-data/Triangle Examples 1.xlsx,,59,1.2146,2157661.0559,59-71
2007,83,2924146.5064,Paid Loss,Dollars,Paid 1 / ../raw-data/Triangle Examples 1.xlsx,,71,1.1157,2620801.9125,71-83
2007,95,3151184.5969,Paid Loss,Dollars,Paid 1 / ../raw-data/Triangle Examples 1.xlsx,,83,1.0776,2924146.5064,83-95
2007,107,3405400.6676,Paid Loss,Dollars,Paid 1 / ../raw-data/Triangle Examples 1.xlsx,,95,1.0807,3151184.5969,95-107
2007,119,3694439.2536,Paid Loss,Dollars,Paid 1 / ../raw-data/Triangle Examples 1.xlsx,,107,1.0849,3405400.6676,107-119
2007,131,3998197.9776,Paid Loss,Dollars,Paid 1 / ../raw-data/Triangle Examples 1.xlsx,,119,1.0822,3694439.2536,119-131
2007,143,4198107.2299,Paid Loss,Dollars,Paid 1 / ../raw-data/Triangle Examples 1.xlsx,,131,1.05,3998197.9776,131-143
2007,155,4370392.0813,Paid Loss,Dollars,Paid 1 / ../raw-data/Triangle Examples 1.xlsx,,143,1.041,4198107.2299,143-155
2007,167,4496731.0472,Paid Loss,Dollars,Paid 1 / ../raw-data/Triangle Examples 1.xlsx,,155,1.0289,4370392.0813,155-167
2007,179,4617311.0543,Paid Loss,Dollars,Paid 1 / ../raw-data/Triangle Examples 1.xlsx,,167,1.0268,4496731.0472,167-179
2007,191,4751466.0901,Paid Loss,Dollars,Paid 1 / ../raw-data/Triangle Examples 1.xlsx,,179,1.0291,4617311.0543,179-191
2007,203,4781329.5223,Paid Loss,Dollars,Paid 1 / ../raw-data/Triangle Examples 1.xlsx,,191,1.0063,4751466.0901,191-203
2007,215,4790693.1532,Paid Loss,Dollars,Paid 1 / ../raw-data/Triangle Examples 1.xlsx,,203,1.002,4781329.5223,203-215
2008,11,353516.7624,Paid Loss,Dollars,Paid 1 / ../raw-data/Triangle Examples 1.xlsx,,,,,
2008,23,646575.048,Paid Loss,Dollars,Paid 1 / ../raw-data/Triangle Examples 1.xlsx,,11,1.829,353516.7624,11-23
2008,35,869637.4344,Paid Loss,Dollars,Paid 1 / ../raw-data/Triangle Examples 1.xlsx,,23,1.345,646575.048,23-35
2008,47,1188355.7378,Paid Loss,Dollars,Paid 1 / ../raw-data/Triangle Examples 1.xlsx,,35,1.3665,869637.4344,35-47
2008,59,1229852.5392,Paid Loss,Dollars,Paid 1 / ../raw-data/Triangle Examples 1.xlsx,,47,1.0349,1188355.7378,47-59
2008,71,1267751.5964,Paid Loss,Dollars,Paid 1 / ../raw-data/Triangle Examples 1.xlsx,,59,1.0308,1229852.5392,59-71
2008,83,1276615.5211,Paid Loss,Dollars,Paid 1 / ../raw-data/Triangle Examples 1.xlsx,,71,1.007,1267751.5964,71-83
2008,95,1284777.0756,Paid Loss,Dollars,Paid 1 / ../raw-data/Triangle Examples 1.xlsx,,83,1.0064,1276615.5211,83-95
2008,107,1299869.3408,Paid Loss,Dollars,Paid 1 / ../raw-data/Triangle Examples 1.xlsx,,95,1.0117,1284777.0756,95-107
2008,119,1317293.3392,Paid Loss,Dollars,Paid 1 / ../raw-data/Triangle Examples 1.xlsx,,107,1.0134,1299869.3408,107-119
2008,131,1331381.9562,Paid Loss,Dollars,Paid 1 / ../raw-data/Triangle Examples 1.xlsx,,119,1.0107,1317293.3392,119-131
2008,143,1333966.5248,Paid Loss,Dollars,Paid 1 / ../raw-data/Triangle Examples 1.xlsx,,131,1.0019,1331381.9562,131-143
2008,155,1337060.2082,Paid Loss,Dollars,Paid 1 / ../raw-data/Triangle Examples 1.xlsx,,143,1.0023,1333966.5248,143-155
2008,167,1338579.3845,Paid Loss,Dollars,Paid 1 / ../raw-data/Triangle Examples 1.xlsx,,155,1.0011,1337060.2082,155-167
2008,179,1339456.8657,Paid Loss,Dollars,Paid 1 / ../raw-data/Triangle Examples 1.xlsx,,167,1.0007,1338579.3845,167-179
2008,191,1343001.2058,Paid Loss,Dollars,Paid 1 / ../raw-data/Triangle Examples 1.xlsx,,179,1.0026,1339456.8657,179-191
2008,203,1378427.9395,Paid Loss,Dollars,Paid 1 / ../raw-data/Triangle Examples 1.xlsx,,191,1.0264,1343001.2058,191-203
2009,11,228667.6382,Paid Loss,Dollars,Paid 1 / ../raw-data/Triangle Examples 1.xlsx,,,,,
2009,23,742247.3016,Paid Loss,Dollars,Paid 1 / ../raw-data/Triangle Examples 1.xlsx,,11,3.246,228667.6382,11-23
2009,35,811950.8169,Paid Loss,Dollars,Paid 1 / ../raw-data/Triangle Examples 1.xlsx,,23,1.0939,742247.3016,23-35
2009,47,834061.9289,Paid Loss,Dollars,Paid 1 / ../raw-data/Triangle Examples 1.xlsx,,35,1.0272,811950.8169,35-47
2009,59,894984.3904,Paid Loss,Dollars,Paid 1 / ../raw-data/Triangle Examples 1.xlsx,,47,1.073,834061.9289,47-59
2009,71,941084.9331,Paid Loss,Dollars,Paid 1 / ../raw-data/Triangle Examples 1.xlsx,,59,1.0515,894984.3904,59-71
2009,83,969391.356,Paid Loss,Dollars,Paid 1 / ../raw-data/Triangle Examples 1.xlsx,,71,1.0301,941084.9331,71-83
2009,95,1018256.144,Paid Loss,Dollars,Paid 1 / ../raw-data/Triangle Examples 1.xlsx,,83,1.0504,969391.356,83-95
2009,107,1055610.0612,Paid Loss,Dollars,Paid 1 / ../raw-data/Triangle Examples 1.xlsx,,95,1.0367,1018256.144,95-107
2009,119,1071106.0052,Paid Loss,Dollars,Paid 1 / ../raw-data/Triangle Examples 1.xlsx,,107,1.0147,1055610.0612,107-119
2009,131,1081182.3785,Paid Loss,Dollars,Paid 1 / ../raw-data/Triangle Examples 1.xlsx,,119,1.0094,1071106.0052,119-131
2009,143,1114205.6456,Paid Loss,Dollars,Paid 1 / ../raw-data/Triangle Examples 1.xlsx,,131,1.0305,1081182.3785,131-143
2009,155,1169581.0893,Paid Loss,Dollars,Paid 1 / ../raw-data/Triangle Examples 1.xlsx,,143,1.0497,1114205.6456,143-155
2009,167,1169581.0893,Paid Loss,Dollars,Paid 1 / ../raw-data/Triangle Examples 1.xlsx,,155,1.0,1169581.0893,155-167
2009,179,1169581.0893,Paid Loss,Dollars,Paid 1 / ../raw-data/Triangle Examples 1.xlsx,,167,1.0,1169581.0893,167-179
2009,191,1169581.0893,Paid Loss,Dollars,Paid 1 / ../raw-data/Triangle Examples 1.xlsx,,179,1.0,1169581.0893,179-191
2010,11,243623.1532,Paid Loss,Dollars,Paid 1 / ../raw-data/Triangle Examples 1.xlsx,,,,,
2010,23,673150.5647,Paid Loss,Dollars,Paid 1 / ../raw-data/Triangle Examples 1.xlsx,,11,2.7631,243623.1532,11-23
2010,35,915252.7734,Paid Loss,Dollars,Paid 1 / ../raw-data/Triangle Examples 1.xlsx,,23,1.3597,673150.5647,23-35
2010,47,1076920.2816,Paid Loss,Dollars,Paid 1 / ../raw-data/Triangle Examples 1.xlsx,,35,1.1766,915252.7734,35-47
2010,59,1176984.3356,Paid Loss,Dollars,Paid 1 / ../raw-data/Triangle Examples 1.xlsx,,47,1.0929,1076920.2816,47-59
2010,71,1201535.388,Paid Loss,Dollars,Paid 1 / ../raw-data/Triangle Examples 1.xlsx,,59,1.0209,1176984.3356,59-71
2010,83,1260309.0524,Paid Loss,Dollars,Paid 1 / ../raw-data/Triangle Examples 1.xlsx,,71,1.0489,1201535.388,71-83
2010,95,1262502.2276,Paid Loss,Dollars,Paid 1 / ../raw-data/Triangle Examples 1.xlsx,,83,1.0017,1260309.0524,83-95
2010,107,1266822.057,Paid Loss,Dollars,Paid 1 / ../raw-data/Triangle Examples 1.xlsx,,95,1.0034,1262502.2276,95-107
2010,119,1267621.5366,Paid Loss,Dollars,Paid 1 / ../raw-data/Triangle Examples 1.xlsx,,107,1.0006,1266822.057,107-119
2010,131,1268264.0499,Paid Loss,Dollars,Paid 1 / ../raw-data/Triangle Examples 1.xlsx,,119,1.0005,1267621.5366,119-131
2010,143,1268337.9475,Paid Loss,Dollars,Paid 1 / ../raw-data/Triangle Examples 1.xlsx,,131,1.0001,1268264.0499,131-143
2010,155,1269144.7773,Paid Loss,Dollars,Paid 1 / ../raw-data/Triangle Examples 1.xlsx,,143,1.0006,1268337.9475,143-155
2010,167,1270069.2627,Paid Loss,Dollars,Paid 1 / ../raw-data/Triangle Examples 1.xlsx,,155,1.0007,1269144.7773,155-167
2010,179,1277672.0721,Paid Loss,Dollars,Paid 1 / ../raw-data/Triangle Examples 1.xlsx,,167,1.006,1270069.2627,167-179
2011,11,364078.0359,Paid Loss,Dollars,Paid 1 / ../raw-data/Triangle Examples 1.xlsx,,,,,
2011,23,839046.0318,Paid Loss,Dollars,Paid 1 / ../raw-data/Triangle Examples 1.xlsx,,11,2.3046,364078.0359,11-23
2011,35,1308017.8708,Paid Loss,Dollars,Paid 1 / ../raw-data/Triangle Examples 1.xlsx,,23,1.5589,839046.0318,23-35
2011,47,1406826.3913,Paid Loss,Dollars,Paid 1 / ../raw-data/Triangle Examples 1.xlsx,,35,1.0755,1308017.8708,35-47
2011,59,1523414.8592,Paid Loss,Dollars,Paid 1 / ../raw-data/Triangle Examples 1.xlsx,,47,1.0829,1406826.3913,47-59
2011,71,1658815.0564,Paid Loss,Dollars,Paid 1 / ../raw-data/Triangle Examples 1.xlsx,,59,1.0889,1523414.8592,59-71
2011,83,1822167.0208,Paid Loss,Dollars,Paid 1 / ../raw-data/Triangle Examples 1.xlsx,,71,1.0985,1658815.0564,71-83
2011,95,1825756.0557,Paid Loss,Dollars,Paid 1 / ../raw-data/Triangle Examples 1.xlsx,,83,1.002,1822167.0208,83-95
2011,107,1834064.2045,Paid Loss,Dollars,Paid 1 / ../raw-data/Triangle Examples 1.xlsx,,95,1.0046,1825756.0557,95-107
2011,119,1848125.5322,Paid Loss,Dollars,Paid 1 / ../raw-data/Triangle Examples 1.xlsx,,107,1.0077,1834064.2045,107-119
2011,131,1857745.403,Paid Loss,Dollars,Paid 1 / ../raw-data/Triangle Examples 1.xlsx,,119,1.0052,1848125.5322,119-131
2011,143,1876941.6374,Paid Loss,Dollars,Paid 1 / ../raw-data/Triangle Examples 1.xlsx,,131,1.0103,1857745.403,131-143
2011,155,1886612.5767,Paid Loss,Dollars,Paid 1 / ../raw-data/Triangle Examples 1.xlsx,,143,1.0052,1876941.6374,143-155
2011,167,1892658.2977,Paid Loss,Dollars,Paid 1 / ../raw-data/Triangle Examples 1.xlsx,,155,1.0032,1886612.5767,155-167
2012,11,227809.9905,Paid Loss,Dollars,Paid 1 / ../raw-data/Triangle Examples 1.xlsx,,,,,
2012,23,634577.1656,Paid Loss,Dollars,Paid 1 / ../raw-data/Triangle Examples 1.xlsx,,11,2.7856,227809.9905,11-23
2012,35,799343.7148,Paid Loss,Dollars,Paid 1 / ../raw-data/Triangle Examples 1.xlsx,,23,1.2596,634577.1656,23-35
2012,47,951570.158,Paid Loss,Dollars,Paid 1 / ../raw-data/Triangle Examples 1.xlsx,,35,1.1904,799343.7148,35-47
2012,59,961178.1656,Paid Loss,Dollars,Paid 1 / ../raw-data/Triangle Examples 1.xlsx,,47,1.0101,951570.158,47-59
2012,71,967435.7088,Paid Loss,Dollars,Paid 1 / ../raw-data/Triangle Examples 1.xlsx,,59,1.0065,961178.1656,59-71
2012,83,977662.0018,Paid Loss,Dollars,Paid 1 / ../raw-data/Triangle Examples 1.xlsx,,71,1.0106,967435.7088,71-83
2012,95,1016181.6668,Paid Loss,Dollars,Paid 1 / ../raw-data/Triangle Examples 1.xlsx,,83,1.0394,977662.0018,83-95
2012,107,1048240.5835,Paid Loss,Dollars,Paid 1 / ../raw-data/Triangle Examples 1.xlsx,,95,1.0315,1016181.6668,95-107
2012,119,1053040.6285,Paid Loss,Dollars,Paid 1 / ../raw-data/Triangle Examples 1.xlsx,,107,1.0046,1048240.5835,107-119
2012,131,1084319.7934,Paid Loss,Dollars,Paid 1 / ../raw-data/Triangle Examples 1.xlsx,,119,1.0297,1053040.6285,119-131
2012,143,1145575.5199,Paid Loss,Dollars,Paid 1 / ../raw-data/Triangle Examples 1.xlsx,,131,1.0565,1084319.7934,131-143
2012,155,1194236.8783,Paid Loss,Dollars,Paid 1 / ../raw-data/Triangle Examples 1.xlsx,,143,1.0425,1145575.5199,143-155
2013,11,202558.6,Paid Loss,Dollars,Paid 1 / ../raw-data/Triangle Examples 1.xlsx,,,,,
2013,23,466110.2601,Paid Loss,Dollars,Paid 1 / ../raw-data/Triangle Examples 1.xlsx,,11,2.3011,202558.6,11-23
2013,35,544741.4368,Paid Loss,Dollars,Paid 1 / ../raw-data/Triangle Examples 1.xlsx,,23,1.1687,466110.2601,23-35
2013,47,597598.0148,Paid Loss,Dollars,Paid 1 / ../raw-data/Triangle Examples 1.xlsx,,35,1.097,544741.4368,35-47
2013,59,708646.3136,Paid Loss,Dollars,Paid 1 / ../raw-data/Triangle Examples 1.xlsx,,47,1.1858,597598.0148,47-59
2013,71,706804.6403,Paid Loss,Dollars,Paid 1 / ../raw-data/Triangle Examples 1.xlsx,,59,0.9974,708646.3136,59-71
2013,83,707153.1202,Paid Loss,Dollars,Paid 1 / ../raw-data/Triangle Examples 1.xlsx,,71,1.0005,706804.6403,71-83
2013,95,707153.1202,Paid Loss,Dollars,Paid 1 / ../raw-data/Triangle Examples 1.xlsx,,83,1.0,707153.1202,83-95
2013,107,708518.7743,Paid Loss,Dollars,Paid 1 / ../raw-data/Triangle Examples 1.xlsx,,95,1.0019,707153.1202,95-107
2013,119,708518.7743,Paid Loss,Dollars,Paid 1 / ../raw-data/Triangle Examples 1.xlsx,,107,1.0,708518.7743,107-119
2013,131,708529.9909,Paid Loss,Dollars,Paid 1 / ../raw-data/Triangle Examples 1.xlsx,,119,1.0,708518.7743,119-131
2013,143,708529.9909,Paid Loss,Dollars,Paid 1 / ../raw-data/Triangle Examples 1.xlsx,,131,1.0,708529.9909,131-143
2014,11,411721.1514,Paid Loss,Dollars,Paid 1 / ../raw-data/Triangle Examples 1.xlsx,,,,,
2014,23,738237.024,Paid Loss,Dollars,Paid 1 / ../raw-data/Triangle Examples 1.xlsx,,11,1.7931,411721.1514,11-23
2014,35,926318.2924,Paid Loss,Dollars,Paid 1 / ../raw-data/Triangle Examples 1.xlsx,,23,1.2548,738237.024,23-35
2014,47,1179532.3776,Paid Loss,Dollars,Paid 1 / ../raw-data/Triangle Examples 1.xlsx,,35,1.2734,926318.2924,35-47
2014,59,1258547.8747,Paid Loss,Dollars,Paid 1 / ../raw-data/Triangle Examples 1.xlsx,,47,1.067,1179532.3776,47-59
2014,71,1279437.0107,Paid Loss,Dollars,Paid 1 / ../raw-data/Triangle Examples 1.xlsx,,59,1.0166,1258547.8747,59-71
2014,83,1287255.5747,Paid Loss,Dollars,Paid 1 / ../raw-data/Triangle Examples 1.xlsx,,71,1.0061,1279437.0107,71-83
2014,95,1291077.2419,Paid Loss,Dollars,Paid 1 / ../raw-data/Triangle Examples 1.xlsx,,83,1.003,1287255.5747,83-95
2014,107,1299245.6846,Paid Loss,Dollars,Paid 1 / ../raw-data/Triangle Examples 1.xlsx,,95,1.0063,1291077.2419,95-107
2014,119,1379318.0229,Paid Loss,Dollars,Paid 1 / ../raw-data/Triangle Examples 1.xlsx,,107,1.0616,1299245.6846,107-119
2014,131,1389603.6847,Paid Loss,Dollars,Paid 1 / ../raw-data/Triangle Examples 1.xlsx,,119,1.0075,1379318.0229,119-131
2015,11,380424.8448,Paid Loss,Dollars,Paid 1 / ../raw-data/Triangle Examples 1.xlsx,,,,,
2015,23,844695.754,Paid Loss,Dollars,Paid 1 / ../raw-data/Triangle Examples 1.xlsx,,11,2.2204,380424.8448,11-23
2015,35,1420142.9632,Paid Loss,Dollars,Paid 1 / ../raw-data/Triangle Examples 1.xlsx,,23,1.6812,844695.754,23-35
2015,47,2080874.3633,Paid Loss,Dollars,Paid 1 / ../raw-data/Triangle Examples 1.xlsx,,35,1.4653,1420142.9632,35-47
2015,59,2234622.0018,Paid Loss,Dollars,Paid 1 / ../raw-data/Triangle Examples 1.xlsx,,47,1.0739,2080874.3633,47-59
2015,71,2488067.8351,Paid Loss,Dollars,Paid 1 / ../raw-data/Triangle Examples 1.xlsx,,59,1.1134,2234622.0018,59-71
2015,83,2763681.6553,Paid Loss,Dollars,Paid 1 / ../raw-data/Triangle Examples 1.xlsx,,71,1.1108,2488067.8351,71-83
2015,95,2914940.4622,Paid Loss,Dollars,Paid 1 / ../raw-data/Triangle Examples 1.xlsx,,83,1.0547,2763681.6553,83-95
2015,107,2956733.3158,Paid Loss,Dollars,Paid 1 / ../raw-data/Triangle Examples 1.xlsx,,95,1.0143,2914940.4622,95-107
2015,119,3364231.2985,Paid Loss,Dollars,Paid 1 / ../raw-data/Triangle Examples 1.xlsx,,107,1.1378,2956733.3158,107-119
2016,11,339622.8128,Paid Loss,Dollars,Paid 1 / ../raw-data/Triangle Examples 1.xlsx,,,,,
2016,23,1125902.514,Paid Loss,Dollars,Paid 1 / ../raw-data/Triangle Examples 1.xlsx,,11,3.3152,339622.8128,11-23
2016,35,1591493.1288,Paid Loss,Dollars,Paid 1 / ../raw-data/Triangle Examples 1.xlsx,,23,1.4135,1125902.514,23-35
2016,47,1791123.5232,Paid Loss,Dollars,Paid 1 / ../raw-data/Triangle Examples 1.xlsx,,35,1.1254,1591493.1288,35-47
2016,59,1925889.9033,Paid Loss,Dollars,Paid 1 / ../raw-data/Triangle Examples 1.xlsx,,47,1.0752,1791123.5232,47-59
2016,71,2122828.5116,Paid Loss,Dollars,Paid 1 / ../raw-data/Triangle Examples 1.xlsx,,59,1.1023,1925889.9033,59-71
2016,83,2419166.3463,Paid Loss,Dollars,Paid 1 / ../raw-data/Triangle Examples 1.xlsx,,71,1.1396,2122828.5116,71-83
2016,95,2435189.8136,Paid Loss,Dollars,Paid 1 / ../raw-data/Triangle Examples 1.xlsx,,83,1.0066,2419166.3463,83-95
2016,107,2462208.6764,Paid Loss,Dollars,Paid 1 / ../raw-data/Triangle Examples 1.xlsx,,95,1.0111,2435189.8136,95-107
2017,11,336652.3932,Paid Loss,Dollars,Paid 1 / ../raw-data/Triangle Examples 1.xlsx,,,,,
2017,23,584790.2939,Paid Loss,Dollars,Paid 1 / ../raw-data/Triangle Examples 1.xlsx,,11,1.7371,336652.3932,11-23
2017,35,630127.1445,Paid Loss,Dollars,Paid 1 / ../raw-data/Triangle Examples 1.xlsx,,23,1.0775,584790.2939,23-35
2017,47,710567.1893,Paid Loss,Dollars,Paid 1 / ../raw-data/Triangle Examples 1.xlsx,,35,1.1277,630127.1445,35-47
